77.93,6.215993404388428,0.7013311148086523,1.0,0.6489945155393053,0.6877022653721683,0.7297650130548303,0.8496309963099631,0.5078828828828829,0.8689655172413793,0.9325153374233128,0.9273461150353178,0.843,0.746,0.71,0.85,0.559,0.921,0.451,0.882,0.912,0.919
80.44,5.5284202098846436,0.7533081285444234,1.0,0.63046875,0.6676197283774125,0.6822429906542056,0.9565689467969598,0.7574850299401198,0.8587257617728532,0.9365079365079365,0.9224730127576055,0.797,0.828,0.807,0.934,0.73,0.881,0.253,0.93,0.944,0.94
83.14,4.699861168861389,0.8207043756670224,0.9977426636568849,0.7679671457905544,0.7204968944099379,0.7927272727272727,0.9002822201317028,0.566543438077634,0.9151138716356108,0.9582484725050916,0.9388164493480441,0.769,0.884,0.748,0.928,0.654,0.957,0.613,0.884,0.941,0.936
75.31,6.9698166847229,0.7617328519855595,nan,0.7038917089678511,0.8298676748582231,0.7290322580645161,0.9365079365079365,0.7199312714776632,0.9107142857142857,0.9321047526673133,0.4871001031991744,0.844,0.0,0.832,0.878,0.791,0.944,0.419,0.918,0.961,0.944
78.0,5.161168456077576,0.8298097251585623,1.0,0.7379629629629629,0.7932564330079858,0.749031007751938,0.9771986970684039,0.6578645235361653,0.8882575757575758,0.952286282306163,0.5504904789382573,0.785,0.228,0.797,0.894,0.773,0.9,0.573,0.938,0.958,0.954
85.26,4.1213449239730835,0.847084708470847,0.9967741935483871,0.8461538461538461,0.8049645390070922,0.7735263702171665,0.9554655870445344,0.5624,0.9151219512195122,0.9624365482233502,0.9479479479479479,0.77,0.927,0.693,0.908,0.748,0.944,0.703,0.938,0.948,0.947
76.74,8.097372829914093,0.8484187568157033,nan,0.8051546391752578,0.8071748878923767,0.7362445414847162,0.9582909460834181,0.6814988290398126,0.9332648870636551,0.9426627793974732,0.481371087928465,0.778,0.0,0.781,0.9,0.843,0.942,0.582,0.909,0.97,0.969
76.76,6.323403477668762,0.7906976744186046,nan,0.7634815515610217,0.8497109826589595,0.7160909856781803,0.960325534079349,0.7401812688821753,0.9217046580773043,0.9582089552238806,0.4838709677419355,0.85,0.0,0.807,0.882,0.85,0.944,0.49,0.93,0.963,0.96
80.74,4.7028796672821045,0.7466555183946488,1.0,0.7695202257761053,0.845708775313404,0.7061728395061728,0.9739311783107404,0.7846441947565543,0.9217821782178218,0.9536489151873767,0.6183450930083387,0.893,0.413,0.818,0.877,0.858,0.934,0.419,0.931,0.967,0.964
81.67,4.484711110591888,0.7630901287553649,1.0,0.8194154488517745,0.8586640851887706,0.73501303214596,0.9502982107355865,0.7205479452054795,0.934010152284264,0.9613478691774033,0.6258945998698764,0.889,0.426,0.785,0.887,0.846,0.956,0.526,0.92,0.97,0.962
80.41,4.544050365686417,0.8100289296046287,1.0,0.7014925373134329,0.8324225865209471,0.8419721871049305,0.9553128103277061,0.6903376018626309,0.9244357212953876,0.9657258064516129,0.5926157697121401,0.84,0.326,0.893,0.914,0.666,0.962,0.593,0.942,0.958,0.947
78.22,4.860155135393143,0.7516722408026756,1.0,0.7941176470588235,0.8193202146690519,0.7585568917668826,0.9830687830687831,0.7733755942947702,0.929364278506559,0.9521016617790812,0.5107837980010521,0.899,0.094,0.81,0.916,0.82,0.929,0.488,0.921,0.974,0.971
87.28,3.616364687681198,0.8599562363238512,0.9937238493723849,0.8023598820058997,0.8586744639376218,0.7340696686491079,0.9683673469387755,0.6986301369863014,0.9282868525896414,0.9521016617790812,0.9386562804284323,0.786,0.95,0.816,0.881,0.864,0.949,0.612,0.932,0.974,0.964
87.16,3.8063672184944153,0.8583877995642701,0.9978401727861771,0.8498331479421579,0.8207885304659498,0.7751196172248804,0.964859437751004,0.6431226765799256,0.9307616221562809,0.9718026183282981,0.9362745098039216,0.788,0.924,0.764,0.916,0.81,0.961,0.692,0.941,0.965,0.955
87.46,3.68835586309433,0.8290258449304175,0.9978609625668449,0.8454746136865342,0.8585271317829457,0.7823585810162992,0.96875,0.647780925401322,0.9307616221562809,0.9669669669669669,0.9410029498525073,0.834,0.933,0.766,0.886,0.816,0.961,0.686,0.941,0.966,0.957
79.94,4.3955013155937195,0.8454452405322416,1.0,0.8087215064420218,0.8390379278445883,0.7868217054263565,0.9744114636642784,0.6953290870488322,0.9314115308151093,0.9643916913946587,0.5316455696202531,0.826,0.148,0.816,0.907,0.812,0.952,0.655,0.937,0.975,0.966
87.64,3.4681902527809143,0.8059981255857545,0.9937629937629938,0.7307692307692307,0.8527204502814258,0.8297632468996617,0.9782383419689119,0.7529107373868047,0.9265426052889324,0.9596059113300492,0.9432485322896281,0.86,0.956,0.893,0.909,0.736,0.944,0.582,0.946,0.974,0.964
87.76,3.461417406797409,0.8078725398313027,0.983789260385005,0.7232,0.8774703557312253,0.8118393234672304,0.9762641898864809,0.7879656160458453,0.9173076923076923,0.950533462657614,0.953,0.862,0.971,0.904,0.888,0.768,0.946,0.55,0.954,0.98,0.953
