77.43,6.1288363337516785,0.9358288770053476,0.974012474012474,0.7655259822560203,0.7135802469135802,0.6195652173913043,0.9016393442622951,0.41748304446119067,0.8590998043052838,0.9312749003984063,0.9012464046021093,0.35,0.937,0.604,0.867,0.798,0.88,0.554,0.878,0.935,0.94
81.56,5.129552900791168,0.9172185430463576,0.9812304483837331,0.7287128712871287,0.7605512489233419,0.7454153182308522,0.9651293588301463,0.5117335352006056,0.8681214421252372,0.9428857715430862,0.8922934076137419,0.554,0.941,0.736,0.883,0.691,0.858,0.676,0.915,0.941,0.961
83.08,4.731488794088364,0.9203252032520325,0.9894957983193278,0.746772591857001,0.7730434782608696,0.7327502429543246,0.9374369323915237,0.5495049504950495,0.8999018645731109,0.9397233201581028,0.9299111549851925,0.566,0.942,0.752,0.889,0.754,0.929,0.666,0.917,0.951,0.942
82.83,4.991390943527222,0.9306930693069307,0.9775967413441955,0.7426679280983917,0.8001824817518248,0.7108433734939759,0.9421906693711968,0.544157002676182,0.9211873080859775,0.9313346228239845,0.8916666666666667,0.47,0.96,0.785,0.877,0.826,0.929,0.61,0.9,0.963,0.963
82.79,4.950020790100098,0.9540229885057471,0.9805924412665986,0.7758964143426295,0.7914438502673797,0.7346014492753623,0.9550209205020921,0.5172413793103449,0.8618538324420677,0.9403131115459883,0.9568874868559412,0.415,0.96,0.779,0.888,0.811,0.913,0.675,0.967,0.961,0.91
85.41,4.100183039903641,0.8914728682170543,0.9875518672199171,0.8191721132897604,0.7796024200518582,0.7692307692307693,0.9618556701030928,0.5998240985048373,0.9089147286821705,0.942156862745098,0.9378698224852071,0.69,0.952,0.752,0.902,0.78,0.933,0.682,0.938,0.961,0.951
86.24,3.8439717888832092,0.8210313447927199,0.9826175869120655,0.7879088206144698,0.8313140726933831,0.7584269662921348,0.949290060851927,0.6858823529411765,0.8861111111111111,0.9486166007905138,0.9612565445026178,0.812,0.961,0.795,0.892,0.81,0.936,0.583,0.957,0.96,0.918
83.95,4.546975404024124,0.9526748971193416,0.9776649746192894,0.794949494949495,0.8129032258064516,0.769990128331688,0.9317738791423001,0.532798833819242,0.9414838035527691,0.9442815249266863,0.9087488240827846,0.463,0.963,0.787,0.882,0.78,0.956,0.731,0.901,0.966,0.966
85.7,4.049630522727966,0.9233082706766917,0.9856410256410256,0.8063524590163934,0.8236940298507462,0.7199341021416804,0.9638802889576883,0.6208530805687204,0.9017941454202077,0.9434146341463414,0.9494949494949495,0.614,0.961,0.787,0.883,0.874,0.934,0.655,0.955,0.967,0.94
84.57,4.4087381064891815,0.9588477366255144,0.9836734693877551,0.7396907216494846,0.8202038924930491,0.8008429926238145,0.9720496894409938,0.5659777424483307,0.9242125984251969,0.9382239382239382,0.899624765478424,0.466,0.964,0.861,0.885,0.76,0.939,0.712,0.939,0.972,0.959
85.64,4.011935442686081,0.9372937293729373,0.9827235772357723,0.8064516129032258,0.8110307414104883,0.7943548387096774,0.9711042311661506,0.575,0.9066666666666666,0.9483430799220273,0.9467336683417086,0.568,0.967,0.8,0.897,0.788,0.941,0.736,0.952,0.973,0.942
86.71,3.7173450887203217,0.9084791386271871,0.9846625766871165,0.7814885496183206,0.8190127970749543,0.7493309545049064,0.9607645875251509,0.6659959758551308,0.9227005870841487,0.9603567888999008,0.9518555667001003,0.675,0.963,0.819,0.896,0.84,0.955,0.662,0.943,0.969,0.949
82.56,4.519097775220871,0.9742489270386266,0.9867211440245148,0.7585585585585586,0.7941952506596306,0.8050847457627118,0.9723076923076923,0.5824782951854776,0.9247311827956989,0.9500489715964741,0.7292143401983219,0.227,0.966,0.842,0.903,0.76,0.948,0.738,0.946,0.97,0.956
86.0,3.8952453434467316,0.9372990353697749,0.9907407407407407,0.7434782608695653,0.8012422360248447,0.7906976744186046,0.958,0.6247755834829444,0.9368104312938816,0.9555335968379447,0.9429695181907571,0.583,0.963,0.855,0.903,0.782,0.958,0.696,0.934,0.967,0.959
87.05,3.713393658399582,0.9194915254237288,0.9817997977755308,0.8101898101898102,0.8401135288552507,0.7575221238938054,0.967644084934277,0.6462962962962963,0.9214354995150339,0.9550342130987293,0.9536290322580645,0.651,0.971,0.811,0.888,0.856,0.957,0.698,0.95,0.977,0.946
86.54,3.774963617324829,0.9227272727272727,0.9917610710607621,0.7603890362511052,0.7814345991561181,0.8213132400430571,0.9743589743589743,0.6388384754990926,0.9303921568627451,0.9594059405940594,0.9449360865290068,0.609,0.963,0.86,0.926,0.763,0.95,0.704,0.949,0.969,0.961
87.35,3.5116770267486572,0.89937106918239,0.9877300613496932,0.7839101964452759,0.8182640144665461,0.7927308447937131,0.9751552795031055,0.6824596774193549,0.9216634429400387,0.9457889641819942,0.9464816650148662,0.715,0.966,0.838,0.905,0.807,0.942,0.677,0.953,0.977,0.955
83.04,4.4570940136909485,0.9767441860465116,0.9838056680161943,0.7373737373737373,0.8235294117647058,0.8178947368421052,0.9612711022840119,0.567359507313318,0.9339250493096647,0.9632936507936508,0.7642799678197908,0.21,0.972,0.876,0.896,0.777,0.968,0.737,0.947,0.971,0.95
87.32,3.544635146856308,0.9016602809706258,0.9917780061664954,0.7397831526271893,0.8231540565177757,0.8177920685959271,0.9743062692702981,0.682092555331992,0.925242718446602,0.9632936507936508,0.9485148514851485,0.706,0.965,0.887,0.903,0.763,0.948,0.678,0.953,0.971,0.958
85.58,3.967277616262436,0.9547325102880658,0.9917864476386037,0.7931363203050524,0.8214936247723132,0.7841658812441094,0.9733879222108496,0.5915378356387306,0.9181731684110371,0.9615004935834156,0.8898305084745762,0.464,0.966,0.832,0.902,0.832,0.951,0.727,0.965,0.974,0.945
85.55,4.011900961399078,0.9666666666666667,0.9848024316109423,0.7996164908916586,0.8323970037453183,0.7909441233140655,0.9678068410462777,0.5666418466120625,0.9431704885343968,0.971,0.8975791433891993,0.435,0.972,0.834,0.889,0.821,0.962,0.761,0.946,0.971,0.964
84.19,4.087450921535492,0.9569230769230769,0.9907786885245902,0.7802197802197802,0.8066783831282952,0.8067729083665338,0.9698189134808853,0.6258802816901409,0.9431137724550899,0.9513145082765336,0.7381316998468607,0.311,0.967,0.852,0.918,0.81,0.964,0.711,0.945,0.977,0.964
86.8,3.7325699627399445,0.9338709677419355,0.9897540983606558,0.7759856630824373,0.827490774907749,0.8017578125,0.9753340184994861,0.6312056737588653,0.9375,0.9587831207065751,0.9201520912547528,0.579,0.966,0.866,0.897,0.821,0.949,0.712,0.945,0.977,0.968
85.99,3.8994762003421783,0.9516129032258065,0.9867751780264497,0.8107036669970268,0.8333333333333334,0.7748643761301989,0.9725888324873097,0.6024390243902439,0.9343780607247796,0.9644268774703557,0.8837638376383764,0.472,0.97,0.818,0.895,0.857,0.958,0.741,0.954,0.976,0.958
81.54,4.495093196630478,1.0,0.9907692307692307,0.7678100263852242,0.7873612297181896,0.8163471241170535,0.9772727272727273,0.6255545696539485,0.9151743638077285,0.9652087475149106,0.6225296442687747,0.046,0.966,0.873,0.922,0.809,0.946,0.705,0.971,0.971,0.945
86.76,3.710398495197296,0.9485815602836879,0.9897540983606558,0.7886550777676121,0.8091468777484608,0.8127490039840638,0.9690309690309691,0.607826810990841,0.93359375,0.9662698412698413,0.9546370967741935,0.535,0.966,0.862,0.92,0.816,0.97,0.73,0.956,0.974,0.947
85.37,4.000564873218536,0.963855421686747,0.9888097660223805,0.8476394849785408,0.8227272727272728,0.7955641272902604,0.973816717019134,0.5612172682236376,0.9260326609029779,0.960668633235005,0.883068288119738,0.4,0.972,0.79,0.905,0.825,0.967,0.793,0.964,0.977,0.944
87.65,3.4618327021598816,0.9267241379310345,0.9887983706720977,0.7871559633027523,0.8216845878136201,0.826271186440678,0.9756345177664975,0.6468010517090271,0.9390962671905697,0.9597249508840865,0.9524752475247524,0.645,0.971,0.858,0.917,0.78,0.961,0.738,0.956,0.977,0.962
88.65,3.1569003462791443,0.8918918918918919,0.9897959183673469,0.8043893129770993,0.8529411764705882,0.7928098391674551,0.9700897308075773,0.7027300303336703,0.9444995044598612,0.9672943508424182,0.959,0.759,0.97,0.843,0.899,0.838,0.973,0.695,0.953,0.976,0.959
88.21,3.3668705224990845,0.9063670411985019,0.9868287740628167,0.7934883720930233,0.8302919708029197,0.8033268101761253,0.975485188968335,0.7046153846153846,0.9251439539347409,0.9504854368932039,0.9587109768378651,0.726,0.974,0.853,0.91,0.821,0.955,0.687,0.964,0.979,0.952
