79.34,5.6585652232170105,0.8043243243243243,0.9661190965092402,0.7638888888888888,0.8043052837573386,0.7616511318242344,0.9523255813953488,0.42357512953367876,0.8020390824129142,0.953464322647363,0.9220647773279352,0.744,0.941,0.605,0.822,0.572,0.819,0.654,0.944,0.922,0.911
82.44,4.857016623020172,0.8449519230769231,0.9734693877551021,0.7094339622641509,0.7861060329067642,0.737406216505895,0.9392378990731205,0.5470319634703197,0.9232409381663113,0.9553299492385787,0.8714028776978417,0.703,0.954,0.752,0.86,0.688,0.912,0.599,0.866,0.941,0.969
82.86,4.843718767166138,0.7370727432077125,0.9865145228215768,0.828042328042328,0.7660869565217391,0.6177474402730375,0.9554612937433722,0.6872586872586872,0.870201096892139,0.9583333333333334,0.9441624365482234,0.841,0.951,0.626,0.881,0.905,0.901,0.356,0.952,0.943,0.93
84.64,4.2855832278728485,0.7851002865329513,0.9734964322120285,0.819954128440367,0.8517412935323383,0.75,0.969264544456641,0.5865102639296188,0.8503100088573959,0.9541375872382851,0.9496402877697842,0.822,0.955,0.715,0.856,0.792,0.883,0.6,0.96,0.957,0.924
84.58,4.223053991794586,0.8214654282765738,0.9884937238493724,0.6922442244224423,0.7854671280276817,0.7465208747514911,0.9620253164556962,0.7051851851851851,0.9107321965897693,0.9493545183714002,0.9003724394785847,0.796,0.945,0.839,0.908,0.751,0.912,0.476,0.908,0.956,0.967
85.65,3.98458069562912,0.8126888217522659,0.9835897435897436,0.7336860670194003,0.8105924596050269,0.8138424821002387,0.9379310344827586,0.6585365853658537,0.9325153374233128,0.9423264907135875,0.933852140077821,0.807,0.959,0.832,0.903,0.682,0.952,0.594,0.912,0.964,0.96
86.02,3.9557524919509888,0.8545454545454545,0.9846153846153847,0.7680608365019012,0.8622754491017964,0.7126245847176079,0.96794208893485,0.6763285024154589,0.8984962406015038,0.9285033365109628,0.9540347293156282,0.752,0.96,0.808,0.864,0.858,0.936,0.56,0.956,0.974,0.934
85.78,3.958822637796402,0.7023538344722855,0.9825641025641025,0.7677902621722846,0.8932764140875133,0.7422586520947176,0.9611451942740287,0.7352941176470589,0.9127906976744186,0.9555335968379447,0.9442786069651742,0.925,0.958,0.82,0.837,0.815,0.94,0.425,0.942,0.967,0.949
86.65,3.81743985414505,0.7743957027752909,0.9897330595482546,0.7602179836512262,0.8588235294117647,0.7431111111111111,0.979765708200213,0.7857142857142857,0.8885819521178637,0.9428294573643411,0.9569672131147541,0.865,0.964,0.837,0.876,0.836,0.92,0.495,0.965,0.973,0.934
86.22,3.764779955148697,0.8563283922462942,0.9886714727085479,0.8857868020304569,0.8531400966183574,0.7775571002979146,0.9655521783181358,0.5625,0.9097815764482431,0.9714576962283384,0.9619732785200411,0.751,0.96,0.698,0.883,0.783,0.953,0.747,0.958,0.953,0.936
